YEAR,QTR,WEEK,PRODUCT,INDUSTRY_UNITS
2011,2011-Q3,2011-36,Front Load,41271
2011,2011-Q3,2011-36,MHC,54063
2011,2011-Q3,2011-36,Side by Side,37863
2011,2011-Q3,2011-36,Top Load,81269
2011,2011-Q3,2011-36,Top Mount,83367
2011,2011-Q3,2011-37,2 Door Bottom Mount,9814
2011,2011-Q3,2011-37,Built-in Ovens,12492
2011,2011-Q3,2011-37,Cooktops,12502
2011,2011-Q3,2011-37,Dishwasher,114166
2011,2011-Q3,2011-37,Dryer,109633
2011,2011-Q3,2011-37,Free Standing Ranges,131872
2011,2011-Q3,2011-37,Freezer,36786
2011,2011-Q3,2011-37,French Door,36297
2011,2011-Q3,2011-37,Front Load,39000
2011,2011-Q3,2011-37,MHC,76454
2011,2011-Q3,2011-37,Side by Side,46369
2011,2011-Q3,2011-37,Top Load,96045
2011,2011-Q3,2011-37,Top Mount,91891
2011,2011-Q3,2011-38,2 Door Bottom Mount,9033
2011,2011-Q3,2011-38,Built-in Ovens,11716
2011,2011-Q3,2011-38,Cooktops,11625
2011,2011-Q3,2011-38,Dishwasher,111819
2011,2011-Q3,2011-38,Dryer,114876
2011,2011-Q3,2011-38,Free Standing Ranges,113772
2011,2011-Q3,2011-38,Freezer,42307
2011,2011-Q3,2011-38,French Door,42554
2011,2011-Q3,2011-38,Front Load,45793
2011,2011-Q3,2011-38,MHC,64510
2011,2011-Q3,2011-38,Side by Side,45967
2011,2011-Q3,2011-38,Top Load,97190
2011,2011-Q3,2011-38,Top Mount,95045
2011,2011-Q3,2011-39,2 Door Bottom Mount,11748
2011,2011-Q3,2011-39,Built-in Ovens,14717
2011,2011-Q3,2011-39,Cooktops,12592
2011,2011-Q3,2011-39,Dishwasher,139908
2011,2011-Q3,2011-39,Dryer,160120
2011,2011-Q3,2011-39,Free Standing Ranges,140446
2011,2011-Q3,2011-39,Freezer,58513
2011,2011-Q3,2011-39,French Door,49241
2011,2011-Q3,2011-39,Front Load,58493
2011,2011-Q3,2011-39,MHC,79466
2011,2011-Q3,2011-39,Side by Side,46489
2011,2011-Q3,2011-39,Top Load,131281
2011,2011-Q3,2011-39,Top Mount,113296
2011,2011-Q4,2011-40,2 Door Bottom Mount,7693
2011,2011-Q4,2011-40,Built-in Ovens,15097
2011,2011-Q4,2011-40,Cooktops,10976
2011,2011-Q4,2011-40,Dishwasher,102162
2011,2011-Q4,2011-40,Dryer,117379
2011,2011-Q4,2011-40,Free Standing Ranges,107950
2011,2011-Q4,2011-40,Freezer,60990
2011,2011-Q4,2011-40,French Door,37396
2011,2011-Q4,2011-40,Front Load,44251
2011,2011-Q4,2011-40,MHC,57032
2011,2011-Q4,2011-40,Side by Side,36403
2011,2011-Q4,2011-40,Top Load,92259
2011,2011-Q4,2011-40,Top Mount,86425
2011,2011-Q4,2011-41,2 Door Bottom Mount,7331
2011,2011-Q4,2011-41,Built-in Ovens,13757
2011,2011-Q4,2011-41,Cooktops,12108
2011,2011-Q4,2011-41,Dishwasher,105508
2011,2011-Q4,2011-41,Dryer,126017
2011,2011-Q4,2011-41,Free Standing Ranges,109842
2011,2011-Q4,2011-41,Freezer,55947
2011,2011-Q4,2011-41,French Door,39826
2011,2011-Q4,2011-41,Front Load,47586
2011,2011-Q4,2011-41,MHC,58567
2011,2011-Q4,2011-41,Side by Side,39149
2011,2011-Q4,2011-41,Top Load,113449
2011,2011-Q4,2011-41,Top Mount,90100
2011,2011-Q4,2011-42,2 Door Bottom Mount,9446
2011,2011-Q4,2011-42,Built-in Ovens,11639
2011,2011-Q4,2011-42,Cooktops,12388
2011,2011-Q4,2011-42,Dishwasher,103164
2011,2011-Q4,2011-42,Dryer,126921
2011,2011-Q4,2011-42,Free Standing Ranges,132342
2011,2011-Q4,2011-42,Freezer,42650
2011,2011-Q4,2011-42,French Door,38108
2011,2011-Q4,2011-42,Front Load,44165
2011,2011-Q4,2011-42,MHC,75282
2011,2011-Q4,2011-42,Side by Side,36602
2011,2011-Q4,2011-42,Top Load,101756
2011,2011-Q4,2011-42,Top Mount,83264
2011,2011-Q4,2011-43,2 Door Bottom Mount,8712
2011,2011-Q4,2011-43,Built-in Ovens,13137
2011,2011-Q4,2011-43,Cooktops,11980
2011,2011-Q4,2011-43,Dishwasher,114991
2011,2011-Q4,2011-43,Dryer,140310
2011,2011-Q4,2011-43,Free Standing Ranges,123246
2011,2011-Q4,2011-43,Freezer,35819
2011,2011-Q4,2011-43,French Door,40748
2011,2011-Q4,2011-43,Front Load,54938
2011,2011-Q4,2011-43,MHC,77504
2011,2011-Q4,2011-43,Side by Side,37370
2011,2011-Q4,2011-43,Top Load,113151
2011,2011-Q4,2011-43,Top Mount,80881
2011,2011-Q4,2011-44,2 Door Bottom Mount,8355
2011,2011-Q4,2011-44,Built-in Ovens,12714
2011,2011-Q4,2011-44,Cooktops,13709
2011,2011-Q4,2011-44,Dishwasher,113722
2011,2011-Q4,2011-44,Dryer,121377
2011,2011-Q4,2011-44,Free Standing Ranges,129666
2011,2011-Q4,2011-44,Freezer,25703
2011,2011-Q4,2011-44,French Door,42467
2011,2011-Q4,2011-44,Front Load,46553
2011,2011-Q4,2011-44,MHC,69364
2011,2011-Q4,2011-44,Side by Side,34866
2011,2011-Q4,2011-44,Top Load,105776
2011,2011-Q4,2011-44,Top Mount,73659
2011,2011-Q4,2011-45,2 Door Bottom Mount,8489
2011,2011-Q4,2011-45,Built-in Ovens,14321
2011,2011-Q4,2011-45,Cooktops,13066
2011,2011-Q4,2011-45,Dishwasher,123569
2011,2011-Q4,2011-45,Dryer,149308
2011,2011-Q4,2011-45,Free Standing Ranges,129473
2011,2011-Q4,2011-45,Freezer,42872
2011,2011-Q4,2011-45,French Door,39828
2011,2011-Q4,2011-45,Front Load,53274
2011,2011-Q4,2011-45,MHC,84098
2011,2011-Q4,2011-45,Side by Side,42076
2011,2011-Q4,2011-45,Top Load,123540
2011,2011-Q4,2011-45,Top Mount,79984
2011,2011-Q4,2011-46,2 Door Bottom Mount,8264
2011,2011-Q4,2011-46,Built-in Ovens,15320
2011,2011-Q4,2011-46,Cooktops,13748
2011,2011-Q4,2011-46,Dishwasher,118905
2011,2011-Q4,2011-46,Dryer,148026
2011,2011-Q4,2011-46,Free Standing Ranges,124675
2011,2011-Q4,2011-46,Freezer,44183
2011,2011-Q4,2011-46,French Door,39351
2011,2011-Q4,2011-46,Front Load,57158
2011,2011-Q4,2011-46,MHC,79456
2011,2011-Q4,2011-46,Side by Side,42118
2011,2011-Q4,2011-46,Top Load,111365
2011,2011-Q4,2011-46,Top Mount,84386
2011,2011-Q4,2011-47,2 Door Bottom Mount,6325
2011,2011-Q4,2011-47,Built-in Ovens,9302
2011,2011-Q4,2011-47,Cooktops,7804
2011,2011-Q4,2011-47,Dishwasher,76317
2011,2011-Q4,2011-47,Dryer,97423
2011,2011-Q4,2011-47,Free Standing Ranges,87382
2011,2011-Q4,2011-47,Freezer,28068
2011,2011-Q4,2011-47,French Door,27491
2011,2011-Q4,2011-47,Front Load,42026
2011,2011-Q4,2011-47,MHC,41646
2011,2011-Q4,2011-47,Side by Side,24491
2011,2011-Q4,2011-47,Top Load,75473
2011,2011-Q4,2011-47,Top Mount,55365
2011,2011-Q4,2011-48,2 Door Bottom Mount,8380
2011,2011-Q4,2011-48,Built-in Ovens,15807
2011,2011-Q4,2011-48,Cooktops,13686
2011,2011-Q4,2011-48,Dishwasher,114214
2011,2011-Q4,2011-48,Dryer,119837
2011,2011-Q4,2011-48,Free Standing Ranges,138222
2011,2011-Q4,2011-48,Freezer,47000
2011,2011-Q4,2011-48,French Door,37714
2011,2011-Q4,2011-48,Front Load,47542
2011,2011-Q4,2011-48,MHC,66473
2011,2011-Q4,2011-48,Side by Side,31554
2011,2011-Q4,2011-48,Top Load,109024
2011,2011-Q4,2011-48,Top Mount,85562
2011,2011-Q4,2011-49,2 Door Bottom Mount,6472
2011,2011-Q4,2011-49,Built-in Ovens,13140
2011,2011-Q4,2011-49,Cooktops,11988
2011,2011-Q4,2011-49,Dishwasher,123514
2011,2011-Q4,2011-49,Dryer,126468
2011,2011-Q4,2011-49,Free Standing Ranges,130774
2011,2011-Q4,2011-49,Freezer,33900
2011,2011-Q4,2011-49,French Door,39764
2011,2011-Q4,2011-49,Front Load,51996
2011,2011-Q4,2011-49,MHC,63276
2011,2011-Q4,2011-49,Side by Side,31302
2011,2011-Q4,2011-49,Top Load,114133
2011,2011-Q4,2011-49,Top Mount,92551
2011,2011-Q4,2011-50,2 Door Bottom Mount,6380
2011,2011-Q4,2011-50,Built-in Ovens,13264
2011,2011-Q4,2011-50,Cooktops,12632
2011,2011-Q4,2011-50,Dishwasher,110478
2011,2011-Q4,2011-50,Dryer,133429
2011,2011-Q4,2011-50,Free Standing Ranges,134995
2011,2011-Q4,2011-50,Freezer,49678
2011,2011-Q4,2011-50,French Door,35288
2011,2011-Q4,2011-50,Front Load,47419
2011,2011-Q4,2011-50,MHC,60327
2011,2011-Q4,2011-50,Side by Side,28814
2011,2011-Q4,2011-50,Top Load,118048
2011,2011-Q4,2011-50,Top Mount,90219
2011,2011-Q4,2011-51,2 Door Bottom Mount,6103
2011,2011-Q4,2011-51,Built-in Ovens,12359
2011,2011-Q4,2011-51,Cooktops,10862
2011,2011-Q4,2011-51,Dishwasher,96472
2011,2011-Q4,2011-51,Dryer,121942
2011,2011-Q4,2011-51,Free Standing Ranges,113610
2011,2011-Q4,2011-51,Freezer,38788
2011,2011-Q4,2011-51,French Door,27566
2011,2011-Q4,2011-51,Front Load,38792
2011,2011-Q4,2011-51,MHC,65590
2011,2011-Q4,2011-51,Side by Side,31207
2011,2011-Q4,2011-51,Top Load,95480
2011,2011-Q4,2011-51,Top Mount,71371
2011,2011-Q4,2011-52,2 Door Bottom Mount,5179
2011,2011-Q4,2011-52,Built-in Ovens,10737
2011,2011-Q4,2011-52,Cooktops,10782
2011,2011-Q4,2011-52,Dishwasher,87013
2011,2011-Q4,2011-52,Dryer,99161
2011,2011-Q4,2011-52,Free Standing Ranges,92805
2011,2011-Q4,2011-52,Freezer,36258
2011,2011-Q4,2011-52,French Door,25037
2011,2011-Q4,2011-52,Front Load,29340
2011,2011-Q4,2011-52,MHC,54913
2011,2011-Q4,2011-52,Side by Side,25484
2011,2011-Q4,2011-52,Top Load,95717
2011,2011-Q4,2011-52,Top Mount,55533
2012,2012-Q1,2012-01,2 Door Bottom Mount,4389
2012,2012-Q1,2012-01,Built-in Ovens,8193
2012,2012-Q1,2012-01,Cooktops,7654
2012,2012-Q1,2012-01,Dishwasher,71598
2012,2012-Q1,2012-01,Dryer,62919
2012,2012-Q1,2012-01,Free Standing Ranges,66816
2012,2012-Q1,2012-01,Freezer,21013
2012,2012-Q1,2012-01,French Door,18644
2012,2012-Q1,2012-01,Front Load,21769
2012,2012-Q1,2012-01,MHC,39835
2012,2012-Q1,2012-01,Side by Side,17526
2012,2012-Q1,2012-01,Top Load,67205
2012,2012-Q1,2012-01,Top Mount,51670
2012,2012-Q1,2012-02,2 Door Bottom Mount,6790
2012,2012-Q1,2012-02,Built-in Ovens,9809
2012,2012-Q1,2012-02,Cooktops,9883
2012,2012-Q1,2012-02,Dishwasher,91310
2012,2012-Q1,2012-02,Dryer,88491
2012,2012-Q1,2012-02,Free Standing Ranges,100359
2012,2012-Q1,2012-02,Freezer,26998
2012,2012-Q1,2012-02,French Door,27941
2012,2012-Q1,2012-02,Front Load,27614
2012,2012-Q1,2012-02,MHC,61093
2012,2012-Q1,2012-02,Side by Side,26183
2012,2012-Q1,2012-02,Top Load,86283
2012,2012-Q1,2012-02,Top Mount,77705
2012,2012-Q1,2012-03,2 Door Bottom Mount,5415
2012,2012-Q1,2012-03,Built-in Ovens,10118
2012,2012-Q1,2012-03,Cooktops,10215
2012,2012-Q1,2012-03,Dishwasher,88722
2012,2012-Q1,2012-03,Dryer,98415
2012,2012-Q1,2012-03,Free Standing Ranges,97226
2012,2012-Q1,2012-03,Freezer,35515
2012,2012-Q1,2012-03,French Door,30481
2012,2012-Q1,2012-03,Front Load,28634
2012,2012-Q1,2012-03,MHC,53992
2012,2012-Q1,2012-03,Side by Side,27975
2012,2012-Q1,2012-03,Top Load,85070
2012,2012-Q1,2012-03,Top Mount,62665
2012,2012-Q1,2012-04,2 Door Bottom Mount,5476
2012,2012-Q1,2012-04,Built-in Ovens,10202
2012,2012-Q1,2012-04,Cooktops,10147
2012,2012-Q1,2012-04,Dishwasher,91647
2012,2012-Q1,2012-04,Dryer,87277
2012,2012-Q1,2012-04,Free Standing Ranges,101038
2012,2012-Q1,2012-04,Freezer,32786
2012,2012-Q1,2012-04,French Door,27297
2012,2012-Q1,2012-04,Front Load,29768
2012,2012-Q1,2012-04,MHC,65786
2012,2012-Q1,2012-04,Side by Side,30310
2012,2012-Q1,2012-04,Top Load,81687
2012,2012-Q1,2012-04,Top Mount,68294
2012,2012-Q1,2012-05,2 Door Bottom Mount,5983
2012,2012-Q1,2012-05,Built-in Ovens,10104
2012,2012-Q1,2012-05,Cooktops,11145
2012,2012-Q1,2012-05,Dishwasher,110578
2012,2012-Q1,2012-05,Dryer,97231
2012,2012-Q1,2012-05,Free Standing Ranges,98912
2012,2012-Q1,2012-05,Freezer,26849
2012,2012-Q1,2012-05,French Door,30234
2012,2012-Q1,2012-05,Front Load,29665
2012,2012-Q1,2012-05,MHC,58943
2012,2012-Q1,2012-05,Side by Side,26871
2012,2012-Q1,2012-05,Top Load,87386
2012,2012-Q1,2012-05,Top Mount,72465
2012,2012-Q1,2012-06,2 Door Bottom Mount,6729
2012,2012-Q1,2012-06,Built-in Ovens,10903
2012,2012-Q1,2012-06,Cooktops,11775
2012,2012-Q1,2012-06,Dishwasher,109662
2012,2012-Q1,2012-06,Dryer,101024
2012,2012-Q1,2012-06,Free Standing Ranges,99959
2012,2012-Q1,2012-06,Freezer,28770
2012,2012-Q1,2012-06,French Door,27844
2012,2012-Q1,2012-06,Front Load,29200
2012,2012-Q1,2012-06,MHC,64682
2012,2012-Q1,2012-06,Side by Side,28874
2012,2012-Q1,2012-06,Top Load,99733
2012,2012-Q1,2012-06,Top Mount,69407
2012,2012-Q1,2012-07,2 Door Bottom Mount,7008
2012,2012-Q1,2012-07,Built-in Ovens,11115
2012,2012-Q1,2012-07,Cooktops,11025
2012,2012-Q1,2012-07,Dishwasher,117815
2012,2012-Q1,2012-07,Dryer,109901
2012,2012-Q1,2012-07,Free Standing Ranges,102097
2012,2012-Q1,2012-07,Freezer,36120
2012,2012-Q1,2012-07,French Door,30172
2012,2012-Q1,2012-07,Front Load,32027
2012,2012-Q1,2012-07,MHC,64077
2012,2012-Q1,2012-07,Side by Side,27521
2012,2012-Q1,2012-07,Top Load,119087
2012,2012-Q1,2012-07,Top Mount,69931
2012,2012-Q1,2012-08,2 Door Bottom Mount,7253
2012,2012-Q1,2012-08,Built-in Ovens,11455
2012,2012-Q1,2012-08,Cooktops,11395
2012,2012-Q1,2012-08,Dishwasher,99491
2012,2012-Q1,2012-08,Dryer,106641
2012,2012-Q1,2012-08,Free Standing Ranges,110937
2012,2012-Q1,2012-08,Freezer,30537
2012,2012-Q1,2012-08,French Door,25376
2012,2012-Q1,2012-08,Front Load,34200
2012,2012-Q1,2012-08,MHC,65478
2012,2012-Q1,2012-08,Side by Side,27072
2012,2012-Q1,2012-08,Top Load,98889
2012,2012-Q1,2012-08,Top Mount,73700
2012,2012-Q1,2012-09,2 Door Bottom Mount,7576
2012,2012-Q1,2012-09,Built-in Ovens,11097
2012,2012-Q1,2012-09,Cooktops,11445
2012,2012-Q1,2012-09,Dishwasher,110499
2012,2012-Q1,2012-09,Dryer,126824
2012,2012-Q1,2012-09,Free Standing Ranges,113290
2012,2012-Q1,2012-09,Freezer,31409
2012,2012-Q1,2012-09,French Door,27704
2012,2012-Q1,2012-09,Front Load,38144
2012,2012-Q1,2012-09,MHC,85357
2012,2012-Q1,2012-09,Side by Side,31492
2012,2012-Q1,2012-09,Top Load,115828
2012,2012-Q1,2012-09,Top Mount,75488
2012,2012-Q1,2012-10,2 Door Bottom Mount,6158
2012,2012-Q1,2012-10,Built-in Ovens,9708
2012,2012-Q1,2012-10,Cooktops,11532
2012,2012-Q1,2012-10,Dishwasher,98045
2012,2012-Q1,2012-10,Dryer,104018
2012,2012-Q1,2012-10,Free Standing Ranges,118917
2012,2012-Q1,2012-10,Freezer,30114
2012,2012-Q1,2012-10,French Door,27685
2012,2012-Q1,2012-10,Front Load,38057
2012,2012-Q1,2012-10,MHC,69531
2012,2012-Q1,2012-10,Side by Side,33986
2012,2012-Q1,2012-10,Top Load,97370
2012,2012-Q1,2012-10,Top Mount,77836
2012,2012-Q1,2012-11,2 Door Bottom Mount,6780
2012,2012-Q1,2012-11,Built-in Ovens,10081
2012,2012-Q1,2012-11,Cooktops,11691
2012,2012-Q1,2012-11,Dishwasher,107862
2012,2012-Q1,2012-11,Dryer,130167
2012,2012-Q1,2012-11,Free Standing Ranges,112954
2012,2012-Q1,2012-11,Freezer,43566
2012,2012-Q1,2012-11,French Door,25539
2012,2012-Q1,2012-11,Front Load,37213
2012,2012-Q1,2012-11,MHC,64607
2012,2012-Q1,2012-11,Side by Side,34366
2012,2012-Q1,2012-11,Top Load,127943
2012,2012-Q1,2012-11,Top Mount,94586
2012,2012-Q1,2012-12,2 Door Bottom Mount,7651
2012,2012-Q1,2012-12,Built-in Ovens,12007
2012,2012-Q1,2012-12,Cooktops,11676
2012,2012-Q1,2012-12,Dishwasher,108636
2012,2012-Q1,2012-12,Dryer,124006
2012,2012-Q1,2012-12,Free Standing Ranges,112121
2012,2012-Q1,2012-12,Freezer,40396
2012,2012-Q1,2012-12,French Door,26275
2012,2012-Q1,2012-12,Front Load,36884
2012,2012-Q1,2012-12,MHC,57351
2012,2012-Q1,2012-12,Side by Side,35239
2012,2012-Q1,2012-12,Top Load,116856
2012,2012-Q1,2012-12,Top Mount,86617
2012,2012-Q1,2012-13,2 Door Bottom Mount,7684
2012,2012-Q1,2012-13,Built-in Ovens,12635
2012,2012-Q1,2012-13,Cooktops,12519
2012,2012-Q1,2012-13,Dishwasher,124837
2012,2012-Q1,2012-13,Dryer,141557
2012,2012-Q1,2012-13,Free Standing Ranges,121409
2012,2012-Q1,2012-13,Freezer,47552
2012,2012-Q1,2012-13,French Door,34388
2012,2012-Q1,2012-13,Front Load,40144
2012,2012-Q1,2012-13,MHC,57532
2012,2012-Q1,2012-13,Side by Side,41846
2012,2012-Q1,2012-13,Top Load,125575
2012,2012-Q1,2012-13,Top Mount,94584
2012,2012-Q2,2012-14,2 Door Bottom Mount,6449
2012,2012-Q2,2012-14,Built-in Ovens,12881
2012,2012-Q2,2012-14,Cooktops,10811
2012,2012-Q2,2012-14,Dishwasher,99366
2012,2012-Q2,2012-14,Dryer,101723
2012,2012-Q2,2012-14,Free Standing Ranges,85109
2012,2012-Q2,2012-14,Freezer,23197
2012,2012-Q2,2012-14,French Door,27433
2012,2012-Q2,2012-14,Front Load,32542
2012,2012-Q2,2012-14,MHC,45213
2012,2012-Q2,2012-14,Side by Side,34912
2012,2012-Q2,2012-14,Top Load,90540
2012,2012-Q2,2012-14,Top Mount,77613
2012,2012-Q2,2012-15,2 Door Bottom Mount,6874
2012,2012-Q2,2012-15,Built-in Ovens,12713
2012,2012-Q2,2012-15,Cooktops,11767
2012,2012-Q2,2012-15,Dishwasher,110778
2012,2012-Q2,2012-15,Dryer,102850
2012,2012-Q2,2012-15,Free Standing Ranges,117622
2012,2012-Q2,2012-15,Freezer,36000
2012,2012-Q2,2012-15,French Door,30647
2012,2012-Q2,2012-15,Front Load,37472
2012,2012-Q2,2012-15,MHC,52955
2012,2012-Q2,2012-15,Side by Side,43595
2012,2012-Q2,2012-15,Top Load,93757
2012,2012-Q2,2012-15,Top Mount,89457
2012,2012-Q2,2012-16,2 Door Bottom Mount,6805
2012,2012-Q2,2012-16,Built-in Ovens,10415
2012,2012-Q2,2012-16,Cooktops,11213
2012,2012-Q2,2012-16,Dishwasher,111864
2012,2012-Q2,2012-16,Dryer,100260
2012,2012-Q2,2012-16,Free Standing Ranges,103178
2012,2012-Q2,2012-16,Freezer,33925
2012,2012-Q2,2012-16,French Door,32060
2012,2012-Q2,2012-16,Front Load,38015
2012,2012-Q2,2012-16,MHC,53596
2012,2012-Q2,2012-16,Side by Side,40298
2012,2012-Q2,2012-16,Top Load,81910
2012,2012-Q2,2012-16,Top Mount,86209
2012,2012-Q2,2012-17,2 Door Bottom Mount,7736
2012,2012-Q2,2012-17,Built-in Ovens,10963
2012,2012-Q2,2012-17,Cooktops,11849
2012,2012-Q2,2012-17,Dishwasher,122450
2012,2012-Q2,2012-17,Dryer,103294
2012,2012-Q2,2012-17,Free Standing Ranges,111360
2012,2012-Q2,2012-17,Freezer,31314
2012,2012-Q2,2012-17,French Door,37351
2012,2012-Q2,2012-17,Front Load,52501
2012,2012-Q2,2012-17,MHC,63819
2012,2012-Q2,2012-17,Side by Side,43558
2012,2012-Q2,2012-17,Top Load,92367
2012,2012-Q2,2012-17,Top Mount,87513
2012,2012-Q2,2012-18,2 Door Bottom Mount,7212
2012,2012-Q2,2012-18,Built-in Ovens,13939
2012,2012-Q2,2012-18,Cooktops,11616
2012,2012-Q2,2012-18,Dishwasher,119560
2012,2012-Q2,2012-18,Dryer,131931
2012,2012-Q2,2012-18,Free Standing Ranges,119468
2012,2012-Q2,2012-18,Freezer,32333
2012,2012-Q2,2012-18,French Door,36770
2012,2012-Q2,2012-18,Front Load,46004
2012,2012-Q2,2012-18,MHC,87489
2012,2012-Q2,2012-18,Side by Side,41145
2012,2012-Q2,2012-18,Top Load,125854
2012,2012-Q2,2012-18,Top Mount,91447
2012,2012-Q2,2012-19,2 Door Bottom Mount,8858
2012,2012-Q2,2012-19,Built-in Ovens,14274
2012,2012-Q2,2012-19,Cooktops,11585
2012,2012-Q2,2012-19,Dishwasher,113368
2012,2012-Q2,2012-19,Dryer,131348
2012,2012-Q2,2012-19,Free Standing Ranges,112803
2012,2012-Q2,2012-19,Freezer,38971
2012,2012-Q2,2012-19,French Door,39097
2012,2012-Q2,2012-19,Front Load,43259
2012,2012-Q2,2012-19,MHC,72064
2012,2012-Q2,2012-19,Side by Side,39022
2012,2012-Q2,2012-19,Top Load,112675
2012,2012-Q2,2012-19,Top Mount,92742
2012,2012-Q2,2012-20,2 Door Bottom Mount,8261
2012,2012-Q2,2012-20,Built-in Ovens,13382
2012,2012-Q2,2012-20,Cooktops,12691
2012,2012-Q2,2012-20,Dishwasher,112788
2012,2012-Q2,2012-20,Dryer,115496
2012,2012-Q2,2012-20,Free Standing Ranges,113500
2012,2012-Q2,2012-20,Freezer,39750
2012,2012-Q2,2012-20,French Door,41040
2012,2012-Q2,2012-20,Front Load,40621
2012,2012-Q2,2012-20,MHC,76369
2012,2012-Q2,2012-20,Side by Side,50764
2012,2012-Q2,2012-20,Top Load,102852
2012,2012-Q2,2012-20,Top Mount,95519
2012,2012-Q2,2012-21,2 Door Bottom Mount,8962
2012,2012-Q2,2012-21,Built-in Ovens,11810
2012,2012-Q2,2012-21,Cooktops,11423
2012,2012-Q2,2012-21,Dishwasher,106659
2012,2012-Q2,2012-21,Dryer,107332
2012,2012-Q2,2012-21,Free Standing Ranges,97297
2012,2012-Q2,2012-21,Freezer,35208
2012,2012-Q2,2012-21,French Door,42058
2012,2012-Q2,2012-21,Front Load,42594
2012,2012-Q2,2012-21,MHC,78693
2012,2012-Q2,2012-21,Side by Side,41981
2012,2012-Q2,2012-21,Top Load,93894
2012,2012-Q2,2012-21,Top Mount,92224
2012,2012-Q2,2012-22,2 Door Bottom Mount,7454
2012,2012-Q2,2012-22,Built-in Ovens,10702
2012,2012-Q2,2012-22,Cooktops,11530
2012,2012-Q2,2012-22,Dishwasher,99195
2012,2012-Q2,2012-22,Dryer,108654
2012,2012-Q2,2012-22,Free Standing Ranges,91807
2012,2012-Q2,2012-22,Freezer,37942
2012,2012-Q2,2012-22,French Door,37031
2012,2012-Q2,2012-22,Front Load,36756
2012,2012-Q2,2012-22,MHC,61582
2012,2012-Q2,2012-22,Side by Side,36258
2012,2012-Q2,2012-22,Top Load,91717
2012,2012-Q2,2012-22,Top Mount,86888
2012,2012-Q2,2012-23,2 Door Bottom Mount,9515
2012,2012-Q2,2012-23,Built-in Ovens,11519
2012,2012-Q2,2012-23,Cooktops,12513
2012,2012-Q2,2012-23,Dishwasher,110800
2012,2012-Q2,2012-23,Dryer,126689
2012,2012-Q2,2012-23,Free Standing Ranges,108349
2012,2012-Q2,2012-23,Freezer,37980
2012,2012-Q2,2012-23,French Door,40943
2012,2012-Q2,2012-23,Front Load,43889
2012,2012-Q2,2012-23,MHC,77053
2012,2012-Q2,2012-23,Side by Side,44245
2012,2012-Q2,2012-23,Top Load,117472
2012,2012-Q2,2012-23,Top Mount,104942
2012,2012-Q2,2012-24,2 Door Bottom Mount,10453
2012,2012-Q2,2012-24,Built-in Ovens,9752
2012,2012-Q2,2012-24,Cooktops,11287
2012,2012-Q2,2012-24,Dishwasher,128667
2012,2012-Q2,2012-24,Dryer,122857
2012,2012-Q2,2012-24,Free Standing Ranges,114500
2012,2012-Q2,2012-24,Freezer,40117
2012,2012-Q2,2012-24,French Door,38173
2012,2012-Q2,2012-24,Front Load,48889
2012,2012-Q2,2012-24,MHC,76057
2012,2012-Q2,2012-24,Side by Side,42069
2012,2012-Q2,2012-24,Top Load,113108
2012,2012-Q2,2012-24,Top Mount,92599
2012,2012-Q2,2012-25,2 Door Bottom Mount,10256
2012,2012-Q2,2012-25,Built-in Ovens,10942
2012,2012-Q2,2012-25,Cooktops,10683
2012,2012-Q2,2012-25,Dishwasher,116606
2012,2012-Q2,2012-25,Dryer,121469
2012,2012-Q2,2012-25,Free Standing Ranges,117442
2012,2012-Q2,2012-25,Freezer,39534
2012,2012-Q2,2012-25,French Door,38873
2012,2012-Q2,2012-25,Front Load,43005
2012,2012-Q2,2012-25,MHC,63202
2012,2012-Q2,2012-25,Side by Side,45165
2012,2012-Q2,2012-25,Top Load,112444
2012,2012-Q2,2012-25,Top Mount,111177
2012,2012-Q2,2012-26,2 Door Bottom Mount,10809
2012,2012-Q2,2012-26,Built-in Ovens,11400
2012,2012-Q2,2012-26,Cooktops,11514
2012,2012-Q2,2012-26,Dishwasher,120433
2012,2012-Q2,2012-26,Dryer,105899
2012,2012-Q2,2012-26,Free Standing Ranges,124295
2012,2012-Q2,2012-26,Freezer,55118
2012,2012-Q2,2012-26,French Door,42391
2012,2012-Q2,2012-26,Front Load,44161
2012,2012-Q2,2012-26,MHC,75668
2012,2012-Q2,2012-26,Side by Side,52853
2012,2012-Q2,2012-26,Top Load,123317
2012,2012-Q2,2012-26,Top Mount,112232
2012,2012-Q3,2012-27,2 Door Bottom Mount,7904
2012,2012-Q3,2012-27,Built-in Ovens,8372
2012,2012-Q3,2012-27,Cooktops,8481
2012,2012-Q3,2012-27,Dishwasher,73310
2012,2012-Q3,2012-27,Dryer,74551
2012,2012-Q3,2012-27,Free Standing Ranges,67129
2012,2012-Q3,2012-27,Freezer,33603
2012,2012-Q3,2012-27,French Door,30397
2012,2012-Q3,2012-27,Front Load,28270
2012,2012-Q3,2012-27,MHC,50292
2012,2012-Q3,2012-27,Side by Side,34763
2012,2012-Q3,2012-27,Top Load,79567
2012,2012-Q3,2012-27,Top Mount,78947
2012,2012-Q3,2012-28,2 Door Bottom Mount,8696
2012,2012-Q3,2012-28,Built-in Ovens,11613
2012,2012-Q3,2012-28,Cooktops,11104
2012,2012-Q3,2012-28,Dishwasher,101956
2012,2012-Q3,2012-28,Dryer,105398
2012,2012-Q3,2012-28,Free Standing Ranges,91876
