YEAR,QTR,WEEK,PRODUCT,INDUSTRY_UNITS
2010,2010-Q4,2010-44,Side by Side,46706
2010,2010-Q4,2010-44,Top Load,122894
2010,2010-Q4,2010-44,Top Mount,84173
2010,2010-Q4,2010-45,2 Door Bottom Mount,5407
2010,2010-Q4,2010-45,Built-in Ovens,14255
2010,2010-Q4,2010-45,Cooktops,13335
2010,2010-Q4,2010-45,Dishwasher,120806
2010,2010-Q4,2010-45,Dryer,177630
2010,2010-Q4,2010-45,Free Standing Ranges,135576
2010,2010-Q4,2010-45,Freezer,39807
2010,2010-Q4,2010-45,French Door,55017
2010,2010-Q4,2010-45,Front Load,81192
2010,2010-Q4,2010-45,MHC,79333
2010,2010-Q4,2010-45,Side by Side,51484
2010,2010-Q4,2010-45,Top Load,99651
2010,2010-Q4,2010-45,Top Mount,86333
2010,2010-Q4,2010-46,2 Door Bottom Mount,5408
2010,2010-Q4,2010-46,Built-in Ovens,15861
2010,2010-Q4,2010-46,Cooktops,13352
2010,2010-Q4,2010-46,Dishwasher,125854
2010,2010-Q4,2010-46,Dryer,161480
2010,2010-Q4,2010-46,Free Standing Ranges,143862
2010,2010-Q4,2010-46,Freezer,56803
2010,2010-Q4,2010-46,French Door,49738
2010,2010-Q4,2010-46,Front Load,74202
2010,2010-Q4,2010-46,MHC,78747
2010,2010-Q4,2010-46,Side by Side,41503
2010,2010-Q4,2010-46,Top Load,101794
2010,2010-Q4,2010-46,Top Mount,86734
2010,2010-Q4,2010-47,2 Door Bottom Mount,5408
2010,2010-Q4,2010-47,Built-in Ovens,11316
2010,2010-Q4,2010-47,Cooktops,10299
2010,2010-Q4,2010-47,Dishwasher,74768
2010,2010-Q4,2010-47,Dryer,107201
2010,2010-Q4,2010-47,Free Standing Ranges,101498
2010,2010-Q4,2010-47,Freezer,31808
2010,2010-Q4,2010-47,French Door,31461
2010,2010-Q4,2010-47,Front Load,53654
2010,2010-Q4,2010-47,MHC,46380
2010,2010-Q4,2010-47,Side by Side,29602
2010,2010-Q4,2010-47,Top Load,78315
2010,2010-Q4,2010-47,Top Mount,65772
2010,2010-Q4,2010-48,2 Door Bottom Mount,6618
2010,2010-Q4,2010-48,Built-in Ovens,17349
2010,2010-Q4,2010-48,Cooktops,13596
2010,2010-Q4,2010-48,Dishwasher,117856
2010,2010-Q4,2010-48,Dryer,137144
2010,2010-Q4,2010-48,Free Standing Ranges,127243
2010,2010-Q4,2010-48,Freezer,45744
2010,2010-Q4,2010-48,French Door,45344
2010,2010-Q4,2010-48,Front Load,70414
2010,2010-Q4,2010-48,MHC,68518
2010,2010-Q4,2010-48,Side by Side,36187
2010,2010-Q4,2010-48,Top Load,101902
2010,2010-Q4,2010-48,Top Mount,86871
2010,2010-Q4,2010-49,2 Door Bottom Mount,6618
2010,2010-Q4,2010-49,Built-in Ovens,12995
2010,2010-Q4,2010-49,Cooktops,12106
2010,2010-Q4,2010-49,Dishwasher,125595
2010,2010-Q4,2010-49,Dryer,119872
2010,2010-Q4,2010-49,Free Standing Ranges,134580
2010,2010-Q4,2010-49,Freezer,29729
2010,2010-Q4,2010-49,French Door,33135
2010,2010-Q4,2010-49,Front Load,52328
2010,2010-Q4,2010-49,MHC,60489
2010,2010-Q4,2010-49,Side by Side,31607
2010,2010-Q4,2010-49,Top Load,111032
2010,2010-Q4,2010-49,Top Mount,81906
2010,2010-Q4,2010-50,2 Door Bottom Mount,6619
2010,2010-Q4,2010-50,Built-in Ovens,12785
2010,2010-Q4,2010-50,Cooktops,11826
2010,2010-Q4,2010-50,Dishwasher,122648
2010,2010-Q4,2010-50,Dryer,124732
2010,2010-Q4,2010-50,Free Standing Ranges,128307
2010,2010-Q4,2010-50,Freezer,32234
2010,2010-Q4,2010-50,French Door,36491
2010,2010-Q4,2010-50,Front Load,46973
2010,2010-Q4,2010-50,MHC,57112
2010,2010-Q4,2010-50,Side by Side,34572
2010,2010-Q4,2010-50,Top Load,116699
2010,2010-Q4,2010-50,Top Mount,82691
2010,2010-Q4,2010-51,2 Door Bottom Mount,6619
2010,2010-Q4,2010-51,Built-in Ovens,9528
2010,2010-Q4,2010-51,Cooktops,8907
2010,2010-Q4,2010-51,Dishwasher,84965
2010,2010-Q4,2010-51,Dryer,90181
2010,2010-Q4,2010-51,Free Standing Ranges,106224
2010,2010-Q4,2010-51,Freezer,29486
2010,2010-Q4,2010-51,French Door,24718
2010,2010-Q4,2010-51,Front Load,34394
2010,2010-Q4,2010-51,MHC,39898
2010,2010-Q4,2010-51,Side by Side,23199
2010,2010-Q4,2010-51,Top Load,84834
2010,2010-Q4,2010-51,Top Mount,59539
2010,2010-Q4,2010-52,2 Door Bottom Mount,6619
2010,2010-Q4,2010-52,Built-in Ovens,9593
2010,2010-Q4,2010-52,Cooktops,9982
2010,2010-Q4,2010-52,Dishwasher,97565
2010,2010-Q4,2010-52,Dryer,96590
2010,2010-Q4,2010-52,Free Standing Ranges,94534
2010,2010-Q4,2010-52,Freezer,32474
2010,2010-Q4,2010-52,French Door,21072
2010,2010-Q4,2010-52,Front Load,29517
2010,2010-Q4,2010-52,MHC,49747
2010,2010-Q4,2010-52,Side by Side,18872
2010,2010-Q4,2010-52,Top Load,83307
2010,2010-Q4,2010-52,Top Mount,56703
2011,2011-Q1,2011-01,2 Door Bottom Mount,5347
2011,2011-Q1,2011-01,Built-in Ovens,9399
2011,2011-Q1,2011-01,Cooktops,9917
2011,2011-Q1,2011-01,Dishwasher,82547
2011,2011-Q1,2011-01,Dryer,72688
2011,2011-Q1,2011-01,Free Standing Ranges,79812
2011,2011-Q1,2011-01,Freezer,24594
2011,2011-Q1,2011-01,French Door,23777
2011,2011-Q1,2011-01,Front Load,31361
2011,2011-Q1,2011-01,MHC,47955
2011,2011-Q1,2011-01,Side by Side,25897
2011,2011-Q1,2011-01,Top Load,54122
2011,2011-Q1,2011-01,Top Mount,48884
2011,2011-Q1,2011-02,2 Door Bottom Mount,6229
2011,2011-Q1,2011-02,Built-in Ovens,10240
2011,2011-Q1,2011-02,Cooktops,10741
2011,2011-Q1,2011-02,Dishwasher,86261
2011,2011-Q1,2011-02,Dryer,82937
2011,2011-Q1,2011-02,Free Standing Ranges,92130
2011,2011-Q1,2011-02,Freezer,24320
2011,2011-Q1,2011-02,French Door,17548
2011,2011-Q1,2011-02,Front Load,34085
2011,2011-Q1,2011-02,MHC,50329
2011,2011-Q1,2011-02,Side by Side,21723
2011,2011-Q1,2011-02,Top Load,69131
2011,2011-Q1,2011-02,Top Mount,50410
2011,2011-Q1,2011-03,2 Door Bottom Mount,6933
2011,2011-Q1,2011-03,Built-in Ovens,11295
2011,2011-Q1,2011-03,Cooktops,12071
2011,2011-Q1,2011-03,Dishwasher,81719
2011,2011-Q1,2011-03,Dryer,80646
2011,2011-Q1,2011-03,Free Standing Ranges,89031
2011,2011-Q1,2011-03,Freezer,21618
2011,2011-Q1,2011-03,French Door,20488
2011,2011-Q1,2011-03,Front Load,30171
2011,2011-Q1,2011-03,MHC,45954
2011,2011-Q1,2011-03,Side by Side,28434
2011,2011-Q1,2011-03,Top Load,69406
2011,2011-Q1,2011-03,Top Mount,62881
2011,2011-Q1,2011-04,2 Door Bottom Mount,7239
2011,2011-Q1,2011-04,Built-in Ovens,12808
2011,2011-Q1,2011-04,Cooktops,11666
2011,2011-Q1,2011-04,Dishwasher,98297
2011,2011-Q1,2011-04,Dryer,99619
2011,2011-Q1,2011-04,Free Standing Ranges,98290
2011,2011-Q1,2011-04,Freezer,35358
2011,2011-Q1,2011-04,French Door,28958
2011,2011-Q1,2011-04,Front Load,41201
2011,2011-Q1,2011-04,MHC,58362
2011,2011-Q1,2011-04,Side by Side,31027
2011,2011-Q1,2011-04,Top Load,86276
2011,2011-Q1,2011-04,Top Mount,67826
2011,2011-Q1,2011-05,2 Door Bottom Mount,6553
2011,2011-Q1,2011-05,Built-in Ovens,9709
2011,2011-Q1,2011-05,Cooktops,15426
2011,2011-Q1,2011-05,Dishwasher,102498
2011,2011-Q1,2011-05,Dryer,96014
2011,2011-Q1,2011-05,Free Standing Ranges,86784
2011,2011-Q1,2011-05,Freezer,35438
2011,2011-Q1,2011-05,French Door,26386
2011,2011-Q1,2011-05,Front Load,38469
2011,2011-Q1,2011-05,MHC,44526
2011,2011-Q1,2011-05,Side by Side,27362
2011,2011-Q1,2011-05,Top Load,94380
2011,2011-Q1,2011-05,Top Mount,63010
2011,2011-Q1,2011-06,2 Door Bottom Mount,7500
2011,2011-Q1,2011-06,Built-in Ovens,11081
2011,2011-Q1,2011-06,Cooktops,13205
2011,2011-Q1,2011-06,Dishwasher,109709
2011,2011-Q1,2011-06,Dryer,115693
2011,2011-Q1,2011-06,Free Standing Ranges,93679
2011,2011-Q1,2011-06,Freezer,25234
2011,2011-Q1,2011-06,French Door,25744
2011,2011-Q1,2011-06,Front Load,44005
2011,2011-Q1,2011-06,MHC,57796
2011,2011-Q1,2011-06,Side by Side,32143
2011,2011-Q1,2011-06,Top Load,105228
2011,2011-Q1,2011-06,Top Mount,70875
2011,2011-Q1,2011-07,2 Door Bottom Mount,7193
2011,2011-Q1,2011-07,Built-in Ovens,11488
2011,2011-Q1,2011-07,Cooktops,12356
2011,2011-Q1,2011-07,Dishwasher,118533
2011,2011-Q1,2011-07,Dryer,146879
2011,2011-Q1,2011-07,Free Standing Ranges,110142
2011,2011-Q1,2011-07,Freezer,31328
2011,2011-Q1,2011-07,French Door,26020
2011,2011-Q1,2011-07,Front Load,49547
2011,2011-Q1,2011-07,MHC,57494
2011,2011-Q1,2011-07,Side by Side,33223
2011,2011-Q1,2011-07,Top Load,122881
2011,2011-Q1,2011-07,Top Mount,76399
2011,2011-Q1,2011-08,2 Door Bottom Mount,8097
2011,2011-Q1,2011-08,Built-in Ovens,12672
2011,2011-Q1,2011-08,Cooktops,14054
2011,2011-Q1,2011-08,Dishwasher,122232
2011,2011-Q1,2011-08,Dryer,146524
2011,2011-Q1,2011-08,Free Standing Ranges,120833
2011,2011-Q1,2011-08,Freezer,31395
2011,2011-Q1,2011-08,French Door,33067
2011,2011-Q1,2011-08,Front Load,61452
2011,2011-Q1,2011-08,MHC,67497
2011,2011-Q1,2011-08,Side by Side,36954
2011,2011-Q1,2011-08,Top Load,115672
2011,2011-Q1,2011-08,Top Mount,90678
2011,2011-Q1,2011-09,2 Door Bottom Mount,11624
2011,2011-Q1,2011-09,Built-in Ovens,11832
2011,2011-Q1,2011-09,Cooktops,13014
2011,2011-Q1,2011-09,Dishwasher,123588
2011,2011-Q1,2011-09,Dryer,142687
2011,2011-Q1,2011-09,Free Standing Ranges,120062
2011,2011-Q1,2011-09,Freezer,35424
2011,2011-Q1,2011-09,French Door,29689
2011,2011-Q1,2011-09,Front Load,53107
2011,2011-Q1,2011-09,MHC,64669
2011,2011-Q1,2011-09,Side by Side,38468
2011,2011-Q1,2011-09,Top Load,130659
2011,2011-Q1,2011-09,Top Mount,89326
2011,2011-Q1,2011-10,2 Door Bottom Mount,9049
2011,2011-Q1,2011-10,Built-in Ovens,13367
2011,2011-Q1,2011-10,Cooktops,13438
2011,2011-Q1,2011-10,Dishwasher,122904
2011,2011-Q1,2011-10,Dryer,140060
2011,2011-Q1,2011-10,Free Standing Ranges,123376
2011,2011-Q1,2011-10,Freezer,33947
2011,2011-Q1,2011-10,French Door,30945
2011,2011-Q1,2011-10,Front Load,50092
2011,2011-Q1,2011-10,MHC,62461
2011,2011-Q1,2011-10,Side by Side,45190
2011,2011-Q1,2011-10,Top Load,130785
2011,2011-Q1,2011-10,Top Mount,97647
2011,2011-Q1,2011-11,2 Door Bottom Mount,9878
2011,2011-Q1,2011-11,Built-in Ovens,14370
2011,2011-Q1,2011-11,Cooktops,13896
2011,2011-Q1,2011-11,Dishwasher,129862
2011,2011-Q1,2011-11,Dryer,152314
2011,2011-Q1,2011-11,Free Standing Ranges,126864
2011,2011-Q1,2011-11,Freezer,39336
2011,2011-Q1,2011-11,French Door,29584
2011,2011-Q1,2011-11,Front Load,58377
2011,2011-Q1,2011-11,MHC,72014
2011,2011-Q1,2011-11,Side by Side,50263
2011,2011-Q1,2011-11,Top Load,137149
2011,2011-Q1,2011-11,Top Mount,92002
2011,2011-Q1,2011-12,2 Door Bottom Mount,9228
2011,2011-Q1,2011-12,Built-in Ovens,18240
2011,2011-Q1,2011-12,Cooktops,16142
2011,2011-Q1,2011-12,Dishwasher,133672
2011,2011-Q1,2011-12,Dryer,167823
2011,2011-Q1,2011-12,Free Standing Ranges,141409
2011,2011-Q1,2011-12,Freezer,42630
2011,2011-Q1,2011-12,French Door,34174
2011,2011-Q1,2011-12,Front Load,58796
2011,2011-Q1,2011-12,MHC,71964
2011,2011-Q1,2011-12,Side by Side,47676
2011,2011-Q1,2011-12,Top Load,145750
2011,2011-Q1,2011-12,Top Mount,92871
2011,2011-Q1,2011-13,2 Door Bottom Mount,9359
2011,2011-Q1,2011-13,Built-in Ovens,16471
2011,2011-Q1,2011-13,Cooktops,15856
2011,2011-Q1,2011-13,Dishwasher,138257
2011,2011-Q1,2011-13,Dryer,165777
2011,2011-Q1,2011-13,Free Standing Ranges,146629
2011,2011-Q1,2011-13,Freezer,56904
2011,2011-Q1,2011-13,French Door,40911
2011,2011-Q1,2011-13,Front Load,69955
2011,2011-Q1,2011-13,MHC,75366
2011,2011-Q1,2011-13,Side by Side,54490
2011,2011-Q1,2011-13,Top Load,141911
2011,2011-Q1,2011-13,Top Mount,113027
2011,2011-Q2,2011-14,2 Door Bottom Mount,7069
2011,2011-Q2,2011-14,Built-in Ovens,13033
2011,2011-Q2,2011-14,Cooktops,12489
2011,2011-Q2,2011-14,Dishwasher,111687
2011,2011-Q2,2011-14,Dryer,116581
2011,2011-Q2,2011-14,Free Standing Ranges,101324
2011,2011-Q2,2011-14,Freezer,35294
2011,2011-Q2,2011-14,French Door,26760
2011,2011-Q2,2011-14,Front Load,44424
2011,2011-Q2,2011-14,MHC,55270
2011,2011-Q2,2011-14,Side by Side,35027
2011,2011-Q2,2011-14,Top Load,86804
2011,2011-Q2,2011-14,Top Mount,76833
2011,2011-Q2,2011-15,2 Door Bottom Mount,7697
2011,2011-Q2,2011-15,Built-in Ovens,10807
2011,2011-Q2,2011-15,Cooktops,11185
2011,2011-Q2,2011-15,Dishwasher,99816
2011,2011-Q2,2011-15,Dryer,119393
2011,2011-Q2,2011-15,Free Standing Ranges,101056
2011,2011-Q2,2011-15,Freezer,32244
2011,2011-Q2,2011-15,French Door,31802
2011,2011-Q2,2011-15,Front Load,48574
2011,2011-Q2,2011-15,MHC,60201
2011,2011-Q2,2011-15,Side by Side,42887
2011,2011-Q2,2011-15,Top Load,84597
2011,2011-Q2,2011-15,Top Mount,78195
2011,2011-Q2,2011-16,2 Door Bottom Mount,9158
2011,2011-Q2,2011-16,Built-in Ovens,9968
2011,2011-Q2,2011-16,Cooktops,10672
2011,2011-Q2,2011-16,Dishwasher,96705
2011,2011-Q2,2011-16,Dryer,103066
2011,2011-Q2,2011-16,Free Standing Ranges,96140
2011,2011-Q2,2011-16,Freezer,31235
2011,2011-Q2,2011-16,French Door,35874
2011,2011-Q2,2011-16,Front Load,43688
2011,2011-Q2,2011-16,MHC,57303
2011,2011-Q2,2011-16,Side by Side,38032
2011,2011-Q2,2011-16,Top Load,87711
2011,2011-Q2,2011-16,Top Mount,76062
2011,2011-Q2,2011-17,2 Door Bottom Mount,8055
2011,2011-Q2,2011-17,Built-in Ovens,10367
2011,2011-Q2,2011-17,Cooktops,11683
2011,2011-Q2,2011-17,Dishwasher,100149
2011,2011-Q2,2011-17,Dryer,125078
2011,2011-Q2,2011-17,Free Standing Ranges,107933
2011,2011-Q2,2011-17,Freezer,48077
2011,2011-Q2,2011-17,French Door,47455
2011,2011-Q2,2011-17,Front Load,54325
2011,2011-Q2,2011-17,MHC,70738
2011,2011-Q2,2011-17,Side by Side,43730
2011,2011-Q2,2011-17,Top Load,87892
2011,2011-Q2,2011-17,Top Mount,92016
2011,2011-Q2,2011-18,2 Door Bottom Mount,9325
2011,2011-Q2,2011-18,Built-in Ovens,10583
2011,2011-Q2,2011-18,Cooktops,11658
2011,2011-Q2,2011-18,Dishwasher,98798
2011,2011-Q2,2011-18,Dryer,115746
2011,2011-Q2,2011-18,Free Standing Ranges,105637
2011,2011-Q2,2011-18,Freezer,26536
2011,2011-Q2,2011-18,French Door,39298
2011,2011-Q2,2011-18,Front Load,42277
2011,2011-Q2,2011-18,MHC,63348
2011,2011-Q2,2011-18,Side by Side,43937
2011,2011-Q2,2011-18,Top Load,100974
2011,2011-Q2,2011-18,Top Mount,90597
2011,2011-Q2,2011-19,2 Door Bottom Mount,9332
2011,2011-Q2,2011-19,Built-in Ovens,9982
2011,2011-Q2,2011-19,Cooktops,13782
2011,2011-Q2,2011-19,Dishwasher,99503
2011,2011-Q2,2011-19,Dryer,130981
2011,2011-Q2,2011-19,Free Standing Ranges,104417
2011,2011-Q2,2011-19,Freezer,38798
2011,2011-Q2,2011-19,French Door,44265
2011,2011-Q2,2011-19,Front Load,51475
2011,2011-Q2,2011-19,MHC,69714
2011,2011-Q2,2011-19,Side by Side,48947
2011,2011-Q2,2011-19,Top Load,109400
2011,2011-Q2,2011-19,Top Mount,86899
2011,2011-Q2,2011-20,2 Door Bottom Mount,9026
2011,2011-Q2,2011-20,Built-in Ovens,10202
2011,2011-Q2,2011-20,Cooktops,10845
2011,2011-Q2,2011-20,Dishwasher,101126
2011,2011-Q2,2011-20,Dryer,117155
2011,2011-Q2,2011-20,Free Standing Ranges,104943
2011,2011-Q2,2011-20,Freezer,39541
2011,2011-Q2,2011-20,French Door,51787
2011,2011-Q2,2011-20,Front Load,50530
2011,2011-Q2,2011-20,MHC,61961
2011,2011-Q2,2011-20,Side by Side,45460
2011,2011-Q2,2011-20,Top Load,92735
2011,2011-Q2,2011-20,Top Mount,98742
2011,2011-Q2,2011-21,2 Door Bottom Mount,9449
2011,2011-Q2,2011-21,Built-in Ovens,9717
2011,2011-Q2,2011-21,Cooktops,10901
2011,2011-Q2,2011-21,Dishwasher,118622
2011,2011-Q2,2011-21,Dryer,131828
2011,2011-Q2,2011-21,Free Standing Ranges,103330
2011,2011-Q2,2011-21,Freezer,41748
2011,2011-Q2,2011-21,French Door,51476
2011,2011-Q2,2011-21,Front Load,58256
2011,2011-Q2,2011-21,MHC,65228
2011,2011-Q2,2011-21,Side by Side,41640
2011,2011-Q2,2011-21,Top Load,105737
2011,2011-Q2,2011-21,Top Mount,101722
2011,2011-Q2,2011-22,2 Door Bottom Mount,7980
2011,2011-Q2,2011-22,Built-in Ovens,9759
2011,2011-Q2,2011-22,Cooktops,9329
2011,2011-Q2,2011-22,Dishwasher,84687
2011,2011-Q2,2011-22,Dryer,103469
2011,2011-Q2,2011-22,Free Standing Ranges,89864
2011,2011-Q2,2011-22,Freezer,39160
2011,2011-Q2,2011-22,French Door,41488
2011,2011-Q2,2011-22,Front Load,49929
2011,2011-Q2,2011-22,MHC,50797
2011,2011-Q2,2011-22,Side by Side,36639
2011,2011-Q2,2011-22,Top Load,82376
2011,2011-Q2,2011-22,Top Mount,79571
2011,2011-Q2,2011-23,2 Door Bottom Mount,9142
2011,2011-Q2,2011-23,Built-in Ovens,10388
2011,2011-Q2,2011-23,Cooktops,11203
2011,2011-Q2,2011-23,Dishwasher,107541
2011,2011-Q2,2011-23,Dryer,127519
2011,2011-Q2,2011-23,Free Standing Ranges,105808
2011,2011-Q2,2011-23,Freezer,39985
2011,2011-Q2,2011-23,French Door,54928
2011,2011-Q2,2011-23,Front Load,46694
2011,2011-Q2,2011-23,MHC,61607
2011,2011-Q2,2011-23,Side by Side,40549
2011,2011-Q2,2011-23,Top Load,100164
2011,2011-Q2,2011-23,Top Mount,100055
2011,2011-Q2,2011-24,2 Door Bottom Mount,8477
2011,2011-Q2,2011-24,Built-in Ovens,10397
2011,2011-Q2,2011-24,Cooktops,10668
2011,2011-Q2,2011-24,Dishwasher,99716
2011,2011-Q2,2011-24,Dryer,106864
2011,2011-Q2,2011-24,Free Standing Ranges,105272
2011,2011-Q2,2011-24,Freezer,45174
2011,2011-Q2,2011-24,French Door,47938
2011,2011-Q2,2011-24,Front Load,49056
2011,2011-Q2,2011-24,MHC,56272
2011,2011-Q2,2011-24,Side by Side,44328
2011,2011-Q2,2011-24,Top Load,93039
2011,2011-Q2,2011-24,Top Mount,102566
2011,2011-Q2,2011-25,2 Door Bottom Mount,8228
2011,2011-Q2,2011-25,Built-in Ovens,9997
2011,2011-Q2,2011-25,Cooktops,10247
2011,2011-Q2,2011-25,Dishwasher,104158
2011,2011-Q2,2011-25,Dryer,112243
2011,2011-Q2,2011-25,Free Standing Ranges,106129
2011,2011-Q2,2011-25,Freezer,51608
2011,2011-Q2,2011-25,French Door,49162
2011,2011-Q2,2011-25,Front Load,50108
2011,2011-Q2,2011-25,MHC,75757
2011,2011-Q2,2011-25,Side by Side,43263
2011,2011-Q2,2011-25,Top Load,91694
2011,2011-Q2,2011-25,Top Mount,124560
2011,2011-Q2,2011-26,2 Door Bottom Mount,9126
2011,2011-Q2,2011-26,Built-in Ovens,10302
2011,2011-Q2,2011-26,Cooktops,10691
2011,2011-Q2,2011-26,Dishwasher,113712
2011,2011-Q2,2011-26,Dryer,110041
2011,2011-Q2,2011-26,Free Standing Ranges,116980
2011,2011-Q2,2011-26,Freezer,39846
2011,2011-Q2,2011-26,French Door,53433
2011,2011-Q2,2011-26,Front Load,50394
2011,2011-Q2,2011-26,MHC,75347
2011,2011-Q2,2011-26,Side by Side,58403
2011,2011-Q2,2011-26,Top Load,98875
2011,2011-Q2,2011-26,Top Mount,121460
2011,2011-Q3,2011-27,2 Door Bottom Mount,6951
2011,2011-Q3,2011-27,Built-in Ovens,9028
2011,2011-Q3,2011-27,Cooktops,9042
2011,2011-Q3,2011-27,Dishwasher,73005
2011,2011-Q3,2011-27,Dryer,78863
2011,2011-Q3,2011-27,Free Standing Ranges,74899
2011,2011-Q3,2011-27,Freezer,35750
2011,2011-Q3,2011-27,French Door,34449
2011,2011-Q3,2011-27,Front Load,33582
2011,2011-Q3,2011-27,MHC,54377
2011,2011-Q3,2011-27,Side by Side,33885
2011,2011-Q3,2011-27,Top Load,68021
2011,2011-Q3,2011-27,Top Mount,87874
2011,2011-Q3,2011-28,2 Door Bottom Mount,9521
2011,2011-Q3,2011-28,Built-in Ovens,9778
2011,2011-Q3,2011-28,Cooktops,10762
2011,2011-Q3,2011-28,Dishwasher,94670
2011,2011-Q3,2011-28,Dryer,84257
2011,2011-Q3,2011-28,Free Standing Ranges,90299
2011,2011-Q3,2011-28,Freezer,36113
2011,2011-Q3,2011-28,French Door,33220
2011,2011-Q3,2011-28,Front Load,34190
2011,2011-Q3,2011-28,MHC,62274
2011,2011-Q3,2011-28,Side by Side,37891
2011,2011-Q3,2011-28,Top Load,82588
2011,2011-Q3,2011-28,Top Mount,105794
2011,2011-Q3,2011-29,2 Door Bottom Mount,9280
2011,2011-Q3,2011-29,Built-in Ovens,10955
2011,2011-Q3,2011-29,Cooktops,10766
2011,2011-Q3,2011-29,Dishwasher,93291
2011,2011-Q3,2011-29,Dryer,87765
2011,2011-Q3,2011-29,Free Standing Ranges,92291
2011,2011-Q3,2011-29,Freezer,37578
2011,2011-Q3,2011-29,French Door,34414
2011,2011-Q3,2011-29,Front Load,34340
2011,2011-Q3,2011-29,MHC,56132
2011,2011-Q3,2011-29,Side by Side,35544
2011,2011-Q3,2011-29,Top Load,80912
2011,2011-Q3,2011-29,Top Mount,106744
2011,2011-Q3,2011-30,2 Door Bottom Mount,9451
2011,2011-Q3,2011-30,Built-in Ovens,10856
2011,2011-Q3,2011-30,Cooktops,12692
2011,2011-Q3,2011-30,Dishwasher,102748
2011,2011-Q3,2011-30,Dryer,95735
2011,2011-Q3,2011-30,Free Standing Ranges,92686
2011,2011-Q3,2011-30,Freezer,47656
2011,2011-Q3,2011-30,French Door,40308
2011,2011-Q3,2011-30,Front Load,39856
2011,2011-Q3,2011-30,MHC,65291
2011,2011-Q3,2011-30,Side by Side,41463
2011,2011-Q3,2011-30,Top Load,83256
2011,2011-Q3,2011-30,Top Mount,121942
2011,2011-Q3,2011-31,2 Door Bottom Mount,9573
2011,2011-Q3,2011-31,Built-in Ovens,10637
2011,2011-Q3,2011-31,Cooktops,9839
2011,2011-Q3,2011-31,Dishwasher,102444
2011,2011-Q3,2011-31,Dryer,95685
2011,2011-Q3,2011-31,Free Standing Ranges,90852
2011,2011-Q3,2011-31,Freezer,29145
2011,2011-Q3,2011-31,French Door,35295
2011,2011-Q3,2011-31,Front Load,31755
2011,2011-Q3,2011-31,MHC,51411
2011,2011-Q3,2011-31,Side by Side,38385
2011,2011-Q3,2011-31,Top Load,80727
2011,2011-Q3,2011-31,Top Mount,103737
2011,2011-Q3,2011-32,2 Door Bottom Mount,9219
2011,2011-Q3,2011-32,Built-in Ovens,10390
2011,2011-Q3,2011-32,Cooktops,11420
2011,2011-Q3,2011-32,Dishwasher,108020
2011,2011-Q3,2011-32,Dryer,100202
2011,2011-Q3,2011-32,Free Standing Ranges,109841
2011,2011-Q3,2011-32,Freezer,36605
2011,2011-Q3,2011-32,French Door,40260
2011,2011-Q3,2011-32,Front Load,38918
2011,2011-Q3,2011-32,MHC,59703
2011,2011-Q3,2011-32,Side by Side,46860
2011,2011-Q3,2011-32,Top Load,92609
2011,2011-Q3,2011-32,Top Mount,108729
2011,2011-Q3,2011-33,2 Door Bottom Mount,8980
2011,2011-Q3,2011-33,Built-in Ovens,10214
2011,2011-Q3,2011-33,Cooktops,11113
2011,2011-Q3,2011-33,Dishwasher,109459
2011,2011-Q3,2011-33,Dryer,123435
2011,2011-Q3,2011-33,Free Standing Ranges,106489
2011,2011-Q3,2011-33,Freezer,42308
2011,2011-Q3,2011-33,French Door,46738
2011,2011-Q3,2011-33,Front Load,42252
2011,2011-Q3,2011-33,MHC,59102
2011,2011-Q3,2011-33,Side by Side,45771
2011,2011-Q3,2011-33,Top Load,105568
2011,2011-Q3,2011-33,Top Mount,108486
2011,2011-Q3,2011-34,2 Door Bottom Mount,7991
2011,2011-Q3,2011-34,Built-in Ovens,11415
2011,2011-Q3,2011-34,Cooktops,11444
2011,2011-Q3,2011-34,Dishwasher,115801
2011,2011-Q3,2011-34,Dryer,113682
2011,2011-Q3,2011-34,Free Standing Ranges,114296
2011,2011-Q3,2011-34,Freezer,44760
2011,2011-Q3,2011-34,French Door,40322
2011,2011-Q3,2011-34,Front Load,44513
2011,2011-Q3,2011-34,MHC,57042
2011,2011-Q3,2011-34,Side by Side,43071
2011,2011-Q3,2011-34,Top Load,96885
2011,2011-Q3,2011-34,Top Mount,111991
2011,2011-Q3,2011-35,2 Door Bottom Mount,9212
2011,2011-Q3,2011-35,Built-in Ovens,11154
2011,2011-Q3,2011-35,Cooktops,12372
2011,2011-Q3,2011-35,Dishwasher,105800
2011,2011-Q3,2011-35,Dryer,128958
2011,2011-Q3,2011-35,Free Standing Ranges,121599
2011,2011-Q3,2011-35,Freezer,41696
2011,2011-Q3,2011-35,French Door,37764
2011,2011-Q3,2011-35,Front Load,47964
2011,2011-Q3,2011-35,MHC,66331
2011,2011-Q3,2011-35,Side by Side,42023
2011,2011-Q3,2011-35,Top Load,97631
2011,2011-Q3,2011-35,Top Mount,101925
2011,2011-Q3,2011-36,2 Door Bottom Mount,8128
2011,2011-Q3,2011-36,Built-in Ovens,10055
2011,2011-Q3,2011-36,Cooktops,11014
2011,2011-Q3,2011-36,Dishwasher,87536
2011,2011-Q3,2011-36,Dryer,96389
2011,2011-Q3,2011-36,Free Standing Ranges,97590
2011,2011-Q3,2011-36,Freezer,37864
2011,2011-Q3,2011-36,French Door,31557
